message,spam
Hallo    Wäre zu dieser Zeit in Berlin .   Und bräuchte eine Unterkunft für 1 Person in der Nähe vom vivantes Klinikum Friedrichshain.    Sie können mich gerne anrufen     Moni Heizmann,0
"Hallo, wir suchen für unseren Subunternehmer ab ca. 24.06.2024 bis ca. 31.07.2024 eine Unterkunft. Haben sie in diesem Zeitraum  noch 2 Doppelzimmer frei, wenn ja wie ist der Preis pro Nacht/ pro Person?   Viele Grüße Jennifer Zink,   Alfred Krampfert GmbH   Bastain-Gugel-Str.11  77815 Bühl",0
Hallo. Wir brauchen jeden woche zimmer montag bis freitag.,0
Hätten Sie zum o.g. Zeitraum noch ein Appartment für unseren 2 Monteure frei ?    M.f.G. Meyer,0
Suche drei Einzelzimmer. Alternativ 1.7.-5.7.2024,0
"Sehr geehrte Damen und Herren, ich suche eine Unterkunft für mich selbst für nur 2 Naechte vom 21.06.-23.06. Ich bin Fotografin bei der Hochzeit im Schloss Huelchrath  am 22.06 und werde das Shooting gegen 0:30 Uhr beenden. Ich muss nur bis zum Morgen irgendwo schlafen, da es für den Heimweg schon zu spät ist und ich nach dem ganzen Arbeitstag super müde sein werde. Mit freundlichen Grüßen, Elizaveta Kovaleva",0
"Hallo und Guten Tag,    ich bin wieder einmal auf der Suche nach einer Unterkunft für unsere Mitarbeiter.  4 Personen ab Sonntag 16.06. bis voraussichtlich Donnerstag 27.06. mit der Option der Verlängerung von wenigen Tagen.    Was unseren Mitarbeitern wichtig ist:  eine abgeschlossenen Wohnung ohne fremde Mitbewohner.  Einzelbetten von Vorteil (2-3 Betten in einem Zimmer sind ok).  Parkplatz in der Nähe für einen größeren Bus (Sprinter).  Ggf. Waschmaschine     Bitte teilen Sie mir per Mail mit, ob und zu welchen Konditionen Sie etwas frei haben.        Vielen Dank und freundliche Grüße,    Juliane Paraszczuk  Backoffice  LVP GmbH",0
"Hallo, ich biznessiere mich für eine Anmietung für zwei Personen für einen Zeitraum von mehr als 4 Monaten. Bitte teilen Sie mir die Verfügbarkeit der Anmietung mit    Bitte kontaktieren Sie uns unter +48607516450 WhatsApp oder E-Mail frankowskikamil@proton.me    Grüße, Frankowski. K",0
Suche günstige / finanzierbare Unterkunft.,0
"Guten Tag, wir sind auf der Suche nach einer Wohnung für 6 Personen bis Oktober",0
"Sehr geehrter Vermieter,  unsere Unternehmen will ein sehr gute Mitarbeiter nach Kaufering bringen,  Er wird bei uns schnuppern (bei Herzkarten.de) und wenn ihm begeistert werden wir ihm einstellen,   Abderrahman kommt allein nach Deutschland und ist Art Direktor von Samsung in Algerien.  Seine Frau studiert schon ein Jahr in Uni-Nüremberg als Arzt und die Chance für ihm ist einmalig. Seine Frau wieder zu treffen.  Der Rechnung wird von 3c-Digital GmbH beglichen, der Verantwortung übernehme ich persönlich.  Ich brauche eine Fix Adresse um sein Visum fertig zu beantragen, deshalb wäre ich sehr dankbar wenn Sie mir ihre Zusage erteilen.  VISUM Dauert ca. 15 Tage...ich bin schon zu spät!",0
"Hallo und Guten Tag,    ich bin auf der Suche nach einer Unterkunft für unsere Mitarbeiter nahe Hildeheimerstr. in 30519 Hannover.  4 Personen ab Sonntag 16.06. bis voraussichtlich Donnerstag 27.06. mit der Option der Verlängerung von wenigen Tagen.    Was unseren Mitarbeitern wichtig ist:  -eine abgeschlossenen Wohnung ohne fremde Mitbewohner.  -Einzelbetten von Vorteil (2-3 Betten in einem Zimmer sind ok).  -Parkplatz in der Nähe für einen größeren Bus (Sprinter).  -Ggf. Waschmaschine     Bitte teilen Sie mir per Mail mit, ob und zu welchen Konditionen Sie etwas frei haben.    Vielen Dank und freundliche Grüße,    Juliane Paraszczuk  Backoffice  LVP GmbH",0
"Sehr geehrte Damen und Herren,    ich suche eine Wohnung  für 4 Personen ab 09.06.2024 in Salzburg oder Umgebung.Wir werden in der Münchner Bundesstraße 5020 Salzburg arbeiten.    Haben sie was frei und den Preis pro Person und Nacht oder Monatsmiete.     Danke  Wenn Sie Fragen haben, können Sie uns jederzeit erreichen.  Mit freundlichen Grüßen     Matej JustinekGeschäftsführer    BAGERKOM d.o.o.Ptujska cesta 292331 Pragersko / Slowenien                                                                         Tel: +386 / 83 885 923                                           Mobil: +386 / 41 919 045Fax: +386 / 83 885 922  E-mail: info@bagerkom.si  BAGERKOM Elektroanlagenbau GmbHLandscha an der Mur 80A - 8424 Gabersdorf / Österreich  Tel: +43 / 664 877 6785  E-mail: bagerkom.eab@gmail.com    www.bagerkom.si",0
"Sehr geehrte Damen und Herren, ich suche eine Unterkunft für mich  für nur 2 Naechte vom 21.06.-23.06. Ich bin Fotograf bei der Hochzeit im Schloss Huelchrath und werde das Shooting gegen 0:30 Uhr beenden. Ich muss nur bis zum Morgen irgendwo schlafen, da es für den Heimweg schon zu spät ist und ich nach dem ganzen Arbeitstag super müde sein werde. Mit freundlichen Grüßen, Elizaveta Kovaleva",0
Guten Tag ich suche eine Unterkunft für eine Woche da ich jemanden zum Geburtstag besuche,0
"Hallo, ich muss vom 9. bis 30. Juni eine Wohnung für zwei Personen mieten. Wie hoch sind die Kosten?",0
Haben Sie eine  Ferienwohnug fuer 2 Erwachsene und 2 Kinder 7+11 Jahre  freundliche Grüße,0
Vielen Dank für ein unverbindliches Angebot und beste Grüße   Birgit Romer,0
"Hallo,  es wäre schön, wenn wir als Familie bei Ihnen Qurtier beziehen könnten. Unsere KInder sind 9 J. + 7 Mon.. Wir sind sauber + ordentlich. Wegen eines Pflegefalls können wir erst jetzt buchen. Danke + Gruss,   Kurczyk",0
Ich brauche ein Zimmer in der Nähe vom Krankenhaus Großhadern da mein Mann am 18 Juni dort Wintermonate zur Op hat ich denke das es insgesamt 8 Tage sind mein Mann bleibt 2 Nächte und ich denke noch 5 oder 6 bis alles fertig ist,0
"hi, we are 2 girls from Georgia and looking for house  from 12 July to 30 September, we are going to work there, we are Intrested in your hause, is it possible to rent  us?",0
"Hallo und Guten Tag,    ich bin auf der Suche nach zwei Unterkünften für unsere Mitarbeiter.  Nahe Wernau - 3-4 Personen ab diesen Sonntag 09.06. bis voraussichtlich Samstag 22.06.  Nahe Altbach - 3-4 Personen ab Sonntag 06.07. bis Mittwoch 31.07 mit der Option der Verlängerung von ca. 1-2 Wochen.  Der Umkreis darf bis zu 30km sein.    Was unseren Mitarbeitern wichtig ist:  eine abgeschlossenen Wohnung ohne fremde Mitbewohner.  Einzelbetten von Vorteil (2-3 Betten in einem Zimmer sind ok)  Parkplatz in der Nähe für einen größeren Bus (Sprinter).    Bitte teilen Sie mir per Mail mit, ob und zu welchen Konditionen Sie etwas frei haben.    Vielen Dank und freundliche Grüße,    Juliane Paraszczuk  Backoffice | LVP GmbH",0
"Guten Tag !  Ich habe ab der nächsten Woche einen Auftrag in West-München erhalten. Dementsprechend brauche ich ein Einzelzimmer für mindestens fünf Wochen (ich würde es dann erstmal bis zum 14 Juli buchen und bezahlen). Falls Sie für mich was passendes hätten, bitte ich Sie um ein Kontakt. Meine Anreise: Sonntag, den 09 Juni am Abend.   Mit freundlichen Grüßen  Janusz Pomierski",0
"Guten Tag, haben Sie für dieses Datum bitte ein Doppelzimmer frei?  Nun ja, danke",0
"I am a student with my girlfriend, working in McDonald's. We would love to contact you to see what is free and to make an agreement.  Kind regards from Macedonia,  Damjan",0
"Guten Abend,   wir brauchen drei einzelne Zimmer von Morgen (06.05) bis Sonntag (06.09). Wenn nicht, vielleicht gibt es dann zwei Zimmer mit drei Betten?  Danke für die Information.    Ignas Kincius,  Filma Lantel",0
"Hallo,  ich suche eine Unterkunft und würde mich über einen Rückruf freuen.  PS: ich bin auch Dipl. Pädagogin ;-D  LG",0
"Hallo,  Ich suche für mindestens 3 Monate (evtl. einen Monat länger) eine Unterkunft für mich in oder Nähe Weiden. Gäbe es da bei Ihnen eine Möglichkeit? Wichtig wäre mir nur ein Einzelzimmer mit eigenem Bad/WC und Kochmöglichkeit!    Mfg  Gäckle",0
"Hallo Ich suche für einen ungarischen Facharbeiter der Wasserkraft Volk Gmbh in Gutach, ein Einzelzimmer. Bitte, kontaktieren Sie mich per Mail oder telefonisch. Was wäre ihr Preis, wenn er 3 Monate mietet? Stellen Sie eine Wohnungsgeberbescheinigung aus?  Herr Csik ist 30 Jahre alt und spricht gut Englisch. Ich selbst bin von der Personalvermittlung für Fachkräfte im CNC-Bereich, Herr Csik ist CNC-Facharbeiter.     Mit freundlichen Grüßen  Iris Burgard  Accommodation Assistant  CNC-Experts GmbH  0176/86 25 43 42  iris.burgard@cnc-experts.eu",0
"Guten Tag, ich werde vom 24.6. bis zum 2.8. in Lingen ein Praktikum machen, beim Kernkraftwerk und wollte eben anfragen ob Sie in dem Zeitraum ein Zimmer zur Vermietung haben und was es kosten würde.    Mit freundlichem Gruß   Toni Kotzelnik",0
"hello, can you tell me if there is a possibility of accommodation for 9 people from 06.06 to 30.06?",0
"Guten Tag,    Bitte machen Sie uns ein Angebot für den oben genannten Zeitraum für einen unserer Mitarbeiter.    Vielen Dank    Mit freundlichen Grüßen     Tanja Sauer  IMPEX",0
"Liebe Frau Buschey,    ich habe schon mitbekommen, dass sich die Zimmersuche an diesem Wochenende schwierig gestaltet in Hagen.  Hätten Sie für mich als Einzelperson trotzdem noch eine Übernachtungsmöglichkeit für diese Zeit?  Wenn ja, wieiviel würden die zwei Nächte kosten?    Mit freundlichen Grüßen  Christine Müller",0
"Guten Tag !  Ich habe ab der nächsten Woche einen Auftrag in West-München erhalten. Dementsprechend brauche ich ein Einzelzimmer (oder ein Doppelzimmer für mich allein) für mindestens fünf Wochen (ich würde es dann erstmal bis zum 14 Juli buchen und bezahlen). Falls Sie für mich was passendes hätten, bitte ich Sie um ein Kontakt. Meine Anreise: Sonntag, den 09 Juni am Abend.   Mit freundlichen Grüßen  Janusz Pomierski",0
"Sehr geehrte Damen und Herren,  Ich habe großes Interesse an ihren Gästezimmer Angeboten, ich würde mich freuen wenn Sie ein  Zimmer für mich und mein Freund gemeinsam hätten , eventuell mit Küche und Bad Standard gemäß. Ich würde mich freuen wenn es möglich ist um die 5 Tage oder mehr zu übernachten , und wenn möglich auch bar direkt vor Ort zahlen,  da ich kein online Banking habe.   Viele Grüße   Eda Kurt",0
Hallo nette Kollegen wir möchten Wohnung ab 5.6.24 bis 15.6.2024 und vielleicht auch verlengerung reservieren für 3 personen am besten inzelzimmer danke für witer info.,0
"Guten Tag !  Ich habe ab der nächsten Woche einen Auftrag in West-München erhalten. Dementsprechend brauche ich ein Einzelzimmer (oder ein Doppelzimmer für mich allein) für mindestens fünf Wochen (ich würde es dann erstmal bis zum 14 Juli buchen und bezahlen). Falls Sie für mich was passendes hätten, bitte ich Sie um einen Kontakt. Meine Anreise: Sonntag, den 09 Juni am Abend.   Mit freundlichen Grüßen  Janusz Pomierski",0
"Sehr geehrte Damen und Herren,    ich möchte wieder für unsere Monteure eine Unterkunft mit 2 getrennten Schlafzimmern anfragen.    Zeitraum:  von 16.06.2024 bis 30.06.2024 für 2 Personen.  von 01.07.2024 bis voraussichtlich 30.08.2024 für 1 Person.    Bitte um Rückmeldung ob Sie etwas haben!",0
"Guten Tag!   Ich brauche bitte ein Angebot von ihnen   Für denn Zeitraum vom 10,06 bis zum 14,06       Mit freundlichen Grüßen   Andre Grabow",0
Guten Tag.  Ich mach in Steyr ein Praktikum im Krankenhaus. Ich bräuchte ein Zimmer von 1.7 bis 2.8. 2024.  Wichtig für mich ist ein eigens Zimmer zum Schlafen und Duschen .  Haben Sie für diesen Zeitraum was frei ?  MFG Noel Gruber,0
Hallo nette Kollegen wir möchten Wohnung ab 5.6.24 bis 15.6.2024 und vielleicht auch verlengerung reservieren für 3 personen danke für witer info.,0
"Sehr geehrte Damen und Herren,     ich möchte für unsere Monteure eine Unterkunft mit 2 getrennten Schlafzimmern anfragen.   Zeitraum: von 16.06.2024 bis 30.06.2024 für 2 Personen.   von 01.07.2024 bis voraussichtlich 30.08.2024 für 1 Person.     Bitte um Rückmeldung ob Sie etwas haben!",0
"HELLO ,iam looking for single room in bensheim for long term i work in bensheim in Dachers logistics iam very calm guy iam 22years old from littauen meybe you have something , i can move in on july second or july 3day",0
"Guten Tag zusammen,  Anfrage ob sie eine kleine Wohnung für den genannten Zeitraum frei haben und zu welchem Preis?",0
Hallo nette Kollegen wir möchten Wohnung ab 5.6.24 bis 15.6.2024 und vielleicht auch verlengerung reservieren für 3 personen danke für info.,0
"Guten Tag !  Ich habe ab der nächsten Woche einen Auftrag in West-München erhalten (Bodenseestraße, Ecke mit Hans-Steinkohl-Straße). Dementsprechend brauche ich ein Einzelzimmer (oder ein Doppelzimmer für mich allein) für mindestens fünf Wochen (ich würde es dann erstmal bis zum 14 Juli buchen und bezahlen). Falls Sie für mich was passendes hätten, bitte ich Sie um einen Kontakt. Meine Anreise: Sonntag, den 09 Juni am Abend.   Mit freundlichen Grüßen  Janusz Pomierski",0
Hallo hätten Sie 3 Platze frei ab Sonntag bis nächsten Samstag ?,0
Ich suche 1 EZ für 1 Nacht von Freitag 14.06. bis Sa. 15.06.24.  Erbitte Rückmeldung ob verfügbar und zu welchem Preis. Wie weit entfernt von Edewecht??  Mit freundlichen Grüßen   Gerald Pollack,0
"Sehr geehrte Damen und Herren,   wir sind 3 Läuferinnen, die am diesjährigen Märchen Marathon ( 25.08)in Rauschenberg teilnehmen. Wir reisen aus dem Ruhrgebiet an und brauchen vom 24.08-25.08.24 eine Unterkunft.   Bitte teilen Sie mir doch bitte mit, ob wir bei Ihnen für eine Nacht buchen könnten.   Vielen Dank für Ihre Bemühungen und mit sportlichen Grüßen   C Wiethoff",0
sucht Unterkunft für 2 Monteure vom 09.06 bis 06.07 mit Möglichkeit der Verlängerung,0
Suche drei Einzelzimmer. Für Monteure.,0
"Sehr geehrte Damen und Herren,  ich wohne in Köln und arbeite in Wesseling in der Nähe des Krankenhauses.  Ich suche von Montags - Freitags ein Einzelzimmer.   Was kostet es die Woche und haben Sie ein Zimmer mit Bad frei? Wie weit wäre es dann zum Krankenhaus von dem Zimmer?    Vielen Dank für Ihre Rückmeldung.    Mir freundlichen Grüßen   Sevim Yüksel",0
"Guten Abend Frau Claßen , ich und mein Mann waren letztes Jahr im November bei Ihnen untergebracht . Wir bräuchten bitten ein Zimmer für 2 Personen vom 30.10.24 bis 3.11.24 . Ist es möglich eine Reservierung und ein Angebot zu bekommen. Mit freundlichen Grüßen Stefanie Podoba aus Österreich",0
Guten Abend  Ich würde gerne ein Doppelzimmer bei Ihnen mieten im Zeitraum vom 06.06-11.06 für 2 Personen.  ich würde mich sehr über eine positive rückmeldung freuen   mit freundlichen Grüssen   Daniel Eismann,0
"hi, we are 2 girls from Georgia and looking for house from 12 July to 30 September, we are going to work there, we are Intrested in your hause, is it possible to rent us?",0
"Guten Tag meine Damen Und Herren, Ich bin Fleischverkäufer, hatte eine Werks Wohnung bei Vinnzzesmur und bin jetzt bei einem Großen Mexger. Daher suche ich Ein Einzelzimmer für etwas Länger.  Würde mich gerne mit euch treffen und die Zimmer Anschauen.    Mit Freündlichem Gruss  Jürgen Schmidt",0
Wir würden uns sehr freuen wenn wir im Juli ihre Unterkunft in Madlow bekommen.  Wir haben noch einen kleinen Malteserhund   Mit freundlichen Grüßen   Astrid und Sven Hannemann,0
"Guten Tag,     hätten Sie kurzfristig etwas frei? Ich benötige bis Freitag eine Unterkunft",0
"Hallo, wir sind zwei Mädchen aus Georgia und suchen vom 12. Juli bis 30. September ein Haus. Wir werden dort arbeiten. Wir sind an Ihrem Haus interessiert. Ist es möglich, uns zu mieten?",0
"Hallo,  mein Name ist Alina Buchholz und ich bin geschäftlich für drei Wochen in Berlin. Für den Zeitraum brauche ich eine Unterkunft in Berlin Spandau und da bin ich auf ihr Angebot gestoßen, was für den Zeitraum perfekt wäre.",0
Hallo suche 2 wöchige Unterkunft für meinen 21 Jährigen Sohn.  Aus  Beruflichen gründen.    Mfg Peter Doczekala,0
"Hallo, ich schreibe Ihnen weil ich eine Unterkunft für den 28.06. bis 30.06 eine Unterkunft suche. Da bin ich auf ihr Angebot gestoßen. Ich hoffe auf Ihre Rückmeldung",0
"Hallo.  Bitte 1 Zimmer mit Frühstück, Dusche,  Handtuch.  Entfernung zum Mauerradweg ?  Danke  Mit freundlichem Gruß Willi Huper",0
"Guten Abend,    wie telefonisch mit Frau Haak besprochen, würden wir uns gerne bzgl. der Reservierung melden.  Wir würden gerne eins der reservierten Doppelzimmer vom oben angegebenen Datum reservieren.  Wegen dem anderen Zimmer wird sich meine Schwester noch melden.  Würde dies klappen vom 07.08.24 bis zum 11.08.24?   Der Preis liegt dann bei 52 Euro pro Nacht?  Bitte um kurze Rückmeldung!  Liebe Grüße  Christian Rosing",0
Es wäre für meine Schwester ! Was würde es kosten ? Haben die Zimmer Bad/wc ? Lg,0
"Guten Tag,  ich suche für meine Kunden eine Wohnung max. 30 min. von Spaichingen 78549 entfernt.    Für insgesamt 6 Personen  Zeitraum: 09.06 für mehrere Monate    Wichtig ist:   - Eigene Küche und Bad  - keine Gemeinschaftsnutzung  - Doppelzimmer   - Einzelbetten  - Waschmaschine  - WLAN  - Parkmöglichkeit      Wenn Sie eine oder mehrere passende Unterkünfte haben, bitte senden Sie mir Bilder, genauen Standort und den Bruttopreis pro Person.    Vielen Dank im Voraus.   Mit freundlichen Grüßen  Jonas Fertich",0
"Hallo ich habe Interesse an ihrem Angebot.   Zahlt man die 10€ pro Nacht?  Suche aktuell sehr dringend nach einer Unterkunft.    Liebe Grüße,  Max Scheidt",0
"Hallo, ich schreibe Ihnen weil ich eine Unterkunft für den 28.06. bis 30.06 eine Unterkunft suche. Da bin ich auf ihr Angebot gestoßen. Ich hoffe auf Ihre Rückmeldung.",0
"Hallo, ich suche eine Unterkunft für 4 Wochen, wäre das möglich?",0
"Suche kurzfristig eine Übernachtungsmöglichkeit, da ich spontan pendeln musste. Viele Grüße   Christopher Hanke",0
"Hallo, wir benötigen eine Unterkunft für unsere Mitarbeiter, die Wohnung muss über eine eigene Küche und ein eigenes Bad verfügen.",0
Ich suche 1 möbiliertes Zimmer / Appartment für 1 Person in der Nähe vom Hauptbahnhof / Eurocity für obengenannten Zeitraum.,0
"Guten Tag,  ich suche eine Wohnung für 6 Personen (3 Paare), also 3 separate Zimmer, vorzugsweise in einer Wohnung. Ab sofort bis zum 10. Oktober, also für einen längeren Zeitraum. Unser Budget beträgt 300 Euro pro Person pro Monat, also 1800 Euro für 3 Zimmer. Bitte kontaktieren Sie mich, wenn Sie freie Zimmer haben.  Mit freundlichen Grüßen,  Natalia Pawłowska",0
"Guten abend.Mein Name ist Emil, ich bin 35 jahre alt und komme aus Nordmazedonien und lebe seit fast 10 Jahren in Deutschland. Leider ist seit 2 Jahren meine Depression wieder gekomen und vor kurzem hat meine Frau entschieden, dass wir uns trennen müssen. Aus diesem Grund suche ich nach einer Wohnung in der Nähe von Hilzingen, damit ich meine Tochter weiterhin besuchen kann. Wenn möglich, würde ich gerne ein Zimmer auf unbestimmte Zeit mieten.wäre ich sehr dankbar über Ihre Antwort?vielen dank",0
Hallo bitte um einen Rückruf   Mfg  Wir sind eine Gebäudereinigungsfirma aus NRW,0
"Sehr geehrte Damen und Herren, ich benötige ab dem 06.06.24 für circa 15 Personen eine Unterkunnft. Ich würde mich über einen Rückruf freuen.     Lieben Gruß     Ay Bau",0
"Ich würde gerne für diesen Zeitraum buchen, für eine Person, würde das gehen,   Vom 26.09.2024 bis 14.10.2024   Mit freundlichen Grüßen   René Berger",0
"Hallo, ich suche ab dem 10 Juni eine Unterkunft für 4 Übernachtungen und das über einen Zeitraum für 1-2 Monate - Arbeitgeber ist Freisinger Fensterbau in Ebbs. Würde mich über eine Email freuen, ob Sie vielleicht was frei hätten - in der Beschreibung steht ja, für mindestens 5 Tage. Gruß",0
Ich möchte ein Einzelzimmer  wohnung,0
Bitte um Bestätigung ob des Reservierung pas,0
"Guten Tag, ich suche vom 18.6.2024 bis 5.7.2024 eine Unterkunft für 5 Personen",0
Suche für diesen Zeitraum eine Unterkunft.  Gruß René Berger,0
"Sehr geehrte Damen und Herren,      ich plane in der Zeit vom 02.12.2024 - 28.03.2025 meinen Wirtschaftsfachwirt in Hamburg zu absolvieren.      Könnten Sie mir für diesen Zeitraum eine passendes Zimmer anbieten?       Bitte teilen Sie mir auch die Preise für die in Frage kommenden Zimmer mit.      Vielen Dank und mit freundlichen Grüßen    Linda Konrad",0
"Sehr geehrte Damen und Herren,      ich plane in der Zeit vom 02.12.2024 - 28.03.2025 meinen Wirtschaftsfachwirt in Hamburg zu absolvieren.     Dabei bin ich auf Ihre schöne Unterkunft aufmerksam geworden.   Könnten Sie mir für diesen Zeitraum eine passendes Zimmer anbieten, gerne das mit dem Schreibtisch im Zimmer.      Bitte teilen Sie mir auch die Preise für die in Frage kommenden Zimmer mit.      Vielen Dank und mit freundlichen Grüßen    Linda Konrad",0
"Hallo , für einen unserer Subunternehmer im Bereich Mobilfunk benötigen wir eine ganze Wohnung(Neuss, Düsseldorf oder Umgebung).Wenn Sie etwas frei haben, lassen Sie es uns bitte wissen und schicken Sie uns ein konkretes Angebot. Wir sind nicht daran interessiert, mit anderen in der Wohnung vermischt zu werden. Mit freundlichen Grüßen, Cristian Epure",0
"Hallo,  Haben Sie was zu mieten am diese Period...? Ich bin sehr sehr interissiert für die Angebot.   Danke Ihnen viel.  MfG",0
Suche Zimmer in Hamburg. Weiterbildung.  Bitte um Rückmeldung.  Danke- Thomas Feuerpfeil,0
"Sehr geehrte Damen oder Herren,  Ich habe ihre Anzeige gelesen und ich interessiere mich dafür. Ich möchte gerne wissen, ob 1 Einzelzimmer für 1 Person von 15.09 bis 23.09 verfügbar werden. Ich erwarte Ihre Antwort.  Mit freundlichen Grüßen   Filipe Castro",0
Hallo bin montage arbeiter. Werde 3 Monate hier in Mannheim arbeiten.. Brauche 1 monteurzimmer.. Vielen Dank,0
"Hi, ist es altuell?",0
"hello, can you tell me if there is a possibility of accommodation for 9 people from 06.06 to 06.07?",0
"Hallo,    Ich bin auf der Suche nach einer vorübergehenden Unterkunft vom 20. Juli bis 4. August. Bitte lassen Sie mich wissen, ob Ihr Platz frei ist und ob ich den Ort besichtigen darf.     viele Grüße  Madhuri",0
"Guten Abend,    ich habe ab kommenden Montag, den 10.6.2024 Deckenstrahlplatten der Fa. Zehnder in der Halle der Richard Kurz   GmbH, Holzhaus Manufaktur im Wohlfester Weg 1 in 92521 Schwarzefeld zu montieren . Aus diesem Grunde suche  ich eine Fewo. f. 3 Personen und das a. d. So. 9.6.2024 bis mind So., 17. 6.2024 . Für eine jede Antwort, gegebenen-  falls ein Angebot im Zusammenhang mit meinem Anliegen dankend verbleibe ich    mit freundlichem Gruß    Michal Zajko                                                                                      +421 905 847 511  Starkbygg-Bau GmbH                                                                       +49 151 664 58 246  Kukorelliho 85                                                                                    michal.zajko@starkbygg.de  08501 Bardejov                                                                                  zajkomichal@gmail.com  S l o w a k e i                                                                                      www.starkbygg.de",0
"Guten Abend,    ich habe ab kommenden Montag, den 10.6.2024 Deckenstrahlplatten der Fa. Zehnder in der Halle der Richard Kurz   GmbH, Holzhaus Manufaktur im Wohlfester Weg 1 in 92521 Schwarzefeld zu montieren . Aus diesem Grunde suche  ich eine Fewo. f. 3 Personen und das a. d. So. 9.6.2024 bis mind So., 16. 6.2024 . Für eine jede Antwort, gegebenen-  falls ein Angebot im Zusammenhang mit meinem Anliegen dankend verbleibe ich    mit freundlichem Gruß    Michal Zajko                                                                                      +421 905 847 511  Starkbygg-Bau GmbH                                                                       +49 151 664 58 246  Kukorelliho 85                                                                                    michal.zajko@starkbygg.de  08501 Bardejov                                                                                  zajkomichal@gmail.com  S l o w a k e i                                                                                      www.starkbygg.de",0
Bitte um Bestätigung ob des Reservierung  ist in München Garching,0
"Hallo, brauche ein Einzelzimmer ab morgen für eine Woche. Haben Sie etwas frei?",0
"Guten tag, ich suche eine Unterkunft für meine Familie die zu Besuch kommt. Was haben sie su Verfügung für 3 personen in Freiburg?.  mit freundliche Grüße  Carlos Kitzelmann",0
Hallo.,0
"Moin, bitte einmal einen Preis durchgeben, danke",0
"Hallo Frau Arndt, wir hatten schon einmal Kontakt,  leider war damals die kleinere Ferienwohnung langfristig belegt.  Bitte teilen Sie mir mit ob während des angegebenen Zeitraumes oder auch später Ihre Ferienwohnung verfügbar ist. Gerne würde ich auch drei Wochen bleiben. Über Ihren Anruf würde ich mich sehr freuen. Vielen lieben Dank und freundliche Grüße Edelgard Betke    Meine Telefonnummer:  09193 5011543,  mobil:  0157 77765389,  oder Mail :  ela-bet@web.de",0
Guten Abend. Ich suche Zimmer für 3 Personen ab 01.07 bis 28.09.2024. Bitte kontaktieren Sie mich wenn Sie haben Zimmer frei. Voraus vielen Dank. MFG Frau Ilieva.,0
"Sehr geehrte Damen und Herren,  Ich benötige eine Unterkunft vom 09.06.24 bis 11.06.24 für einen Erwachsenen und Kind 13 Jahre und kleinem Hund. Vielen Dank.     Mit freundlichen Grüßen   Diana Dunzelt  Tel 0160 23 22 612",0
5,0
Guten Tag!   Suche ein Einzelzimmer im oben genannten Zeitraum!   Viele Grüße   Uwe Köhlinger,0
Hallo   Wir würden gerne ein Wochenende bei ihnen verbringen   Mit freundlichen Grüßen   Thomas Ruttloff,0
"Sehr geehrte Damen,  sehr geehrte Herren,    wir suchen für den o.g. Zeitraum eine Unterkunft für unsere Mitarbeiter.    Über Feedback würden wir uns freuen.    Besten Dank vorab!",0
Ist dies möglich,0
Gern würde ich mir bei Ihnen eine Auszeit nehmen.   Ist den noch was frei.   Bieten sie auch Frühstück an ?  Vielen Dank,0
"Sehr geehrte Damen und Herren,  wir interessieren uns für den angegebenen Zeitraum für eine Ferienwohnung mit 2 Schlafzimmern,  und würden uns sehr freuen, wenn das möglich wäre.  Mit freundlichen Grüßen   Gerd Zinke",0
"Sehr geehrte Familie Killi,  Wir sind auf der Rückreise von Italien und wollten gerne noch ein paar Tage Urlaub in Bayern verbringen.",0
"Hello, I am a student that need to stay a bit more than a month (from 19 of June to 26 of July) in Erlangen for an internship. I have seen your ad, and I would like to know something more your offer: what is the exact location of your rooms (I've seen in the map of the ad that they are not so far from Staudtstraße 2, 91058 Erlangen, but there is written that is an indicative position)? What is their price for the period I have to stay in? What are the details of the procedure to book a single room with private bathroom, in case?  Thanks in advance for an answer,  Edoardo Trotta",0
Für ein weibliche mieter brauchen wir einzimmer für sich alleine.  Von 30.06 bis 17.08.24  Haben sie da etwas frei wenn ja was wurde es für die gesamte zeit kosten   Mfg.Baran,0
"Guten Tag, fur mich und 2 Kollegen suchen wir nach eine gute Unterkunft, wir arbeiten im Universitätsviertel bis August. Danke fur ihr  evtl Angebot und Antwort.  mfG Martin Mil",0
Hallo wir sind auf der Suche nach einer Unterkunft vom 5.7. Bis 7.7. Können wir für unsre Kinder [6 und 11 ) im Zimmer beistellbetten bekommen?   Mfg marion Menzen,0
"Hello, I am a student that need to stay a bit more than a month (from 19 of June to 26 of July) in Erlangen for an internship. I have seen your ad, and I would like to know something more your offer: what is the exact location of your rooms (I've seen in the map of the ad that they are not so far from Staudtstraße 2, 91058 Erlangen, but there is written that is an indicative position)? What is their precise price for the period I have to stay in (in the ad there is written that the real price has to be agreed with the offer of the landlord)? What are the details of the procedure to book a single room with private bathroom, in case?  Thanks in advance for an answer,  Edoardo Trotta",0
"Witam, poszukuje mieszkania, albo 2 pokoi dla 3 osób w mieście Bonn, pozdrawiam",0
"Hallo, brauche ein Zimmer für mich ab morgen für eine Woche. Haben Sie etwas frei?",0
"Hallo, brauche ein Zimmer für mich ab morgen für 8 Nächte. Haben Sie etwas frei?",0
